Date,Genre,identifiant,nationalite_francaise,nationalite,annee_obtention_diplome,type_formation,filiere,situation_actuelle, tes-vous ‡ la recherche d un emploi depuis la sortie de l Ècole ? ,Depuis combien de mois Ítes-vous en recherche d emploi ? ,difficultés_recherche,autre_activite,statut_emploi,Avez-vous un statut de :,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_emploi,temps_partiel,temps_partiel_voulu,mois_emploi_occupe,nom_entreprise,taille_entreprise,appartient_groupe,nom_groupe,fonction_principale,intitule_poste,statut_cadre,secteur_activite_entreprise,domaine_entreprise,domaine_divers,langage_info,Vos activitÈs actuelles font appel ‡ vos compÈtences en,energie_renouvelable,salaire_annuel_brute_hors_prime,prime,salaire_annuel_avec_prime,responsabilite_hierarchie,responsabilite_budget,responsabilite_equipe,responsabilite_projet,fonction_international,langue_francais,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Vous recherchez un autre emploi?,raisons_recherche_emploi,entreprise_developpement_durable,mission_developpement_durable,situation_sortie_polytech,refus_emploi,Concours prÈparÈ(s).1,DurÈe du contrat de volontariat (en mois).1,Pays ou territoire du volontariat.1,Nom et coordonnÈes de l entreprise partenaire.1,Le laboratoire est-il localisÈ?.1,RÈgion de localisation du laboratoire.1,Pays de localisation du laboratoire?.1,Lequel ou lesquels?.1,Le site web s il existe?.1,temps_trouve_premier_emploi,post_premier_emploi,nature_contrat_premier_emploi,Quelle fut la durÈe de votre CDD? ,condition_fin_premier_contrat,intitule_premier_emploi,localisation_premier_emploi,Dans quelle rÈgion?.1,pays_premier_emploi,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l entreprise.1",Code postal de l entreprise.1,Commune de l entreprise.1,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?.1,secteur_premiere_entreprise,anciennete_premier_emploi,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_hors_prime_premier_emploi,prime_premier_emploi,remuneration_annuelle_brute_avec_prime_premier_emploi,Les ÈlÈments suivants vous semblent-ils avoir jouÈ un rÙle dans votre recrutement sur ce 1er emploi? - Stage de 4Ëme annÈe,satisfaction_premier_emploi,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,projet_evolution_carriere,recommandation_polytech
10/01/2020 20:33,Homme,1789078678917470,Oui,,2017,Sous contrat de professionalisation,MÈcanique et Interactions (MI),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,9.0,Solutec,250 ‡  4 999 salariÈ(e)s ,Non,,Etudes et dÈveloppement en systËmes d'information ,Ingenieur d'Ètudes ,Oui,ActivitÈs informatiques et services d'information (TIC services),,,,,,34008.0,Oui,35000.0,NON,NON,NON,NON,Non,Jamais,Jamais,,DÈmarchÈ(e) par un 'chasseur de tÍtes',Le secteur d'activitÈ de l'entreprise,oui,oui,4.0,5.0,3.0,4.0,4.0,5.0,Non,,Pas du tout d'accord,PlutÙt d'accord,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
15/01/2020 14:39,Homme,1767833505039570,Oui,,2017,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En thËse,,,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,AÈronautique & spatial,Oui
10/01/2020 17:12,Femme,1889245695858720,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,13.0,Horisis Conseil,De 50 ‡ 249 salariÈ(e)s ,Non,,Consulting,Consultante PMO,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",Divers,Bureau d'Ètudes,,,,36600.0,Oui,40000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,TrËs rarement,,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,oui,oui,5.0,4.0,4.0,4.0,4.0,3.0,Non,,PlutÙt d'accord,Pas du tout d'accord,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Chef de projet confirmÈe,Oui
10/01/2020 18:12,Homme,1758523132419240,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Provence-Alpes-CÙte d'Azur,,Non,,7.0,Airbus helicopters,5 000 salariÈ(e)s ou plus,Oui,Airbus,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur matÈriaux et acv,Oui,"Industrie automobile, aÈronautique, navale, ferroviaire",Transport,,,,,38500.0,Oui,43000.0,OUI,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Relations personnelles,L'adÈquation avec un projet professionnel ,oui,oui,3.0,3.0,5.0,5.0,5.0,2.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,activitÈ professionnelle,,,,,,,,,,,Moins d'un mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, vous aviez une autre proposition de contrat",IngÈnieur matÈriaux et acv,En France,Provence-Alpes-CÙte d'Azur,,Expleo,595 route de la seds,13127,Vitrolles,5 000 salariÈ(e)s ou plus,Oui,Expleo group,"SociÈtÈs de conseil, bureaux d'Ètudes",20.0,Oui,Non,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,31000.0,Oui,33000.0,0.0,2.0,5.0,,,…voluer vers un poste d'ingÈnieur acv exclusivement,Oui
11/01/2020 21:18,Homme,1767911677127430,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,A l'Ètranger,,Suisse,Non,,28.0,SGI IngÈnierie SA,De 50 ‡ 249 salariÈ(e)s ,Oui,SGI Groupe,Etudes - Conseil et expertise (autre qu'informatique),IngÈnieur d'Ètudes en hydraulique urbaine,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,Traitement / Assainissement|Hydraulique / Hydrologie|SIG / VBA / ModÈlisation,,60500.0,Oui,65600.0,OUI,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Sites Internet d'entreprises,Le contenu de la mission / poste proposÈ,oui,oui,1.0,4.0,4.0,5.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Devenir responsable de projet d'ici 2025.,Oui
28/01/2020 13:32,Homme,1789139230825060,Oui,,2017,Sous contrat d'apprentissage,SystËmes EmbarquÈs (SE - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,30.0,NanoXplore,De 20 ‡ 49 salariÈ(e)s ,Non,,Etudes et dÈveloppement en systËmes d'information ,IngÈnieur R&D,Oui,MÈtallurgie et fabrication de produits mÈtalliques ‡ l'exception des machines et des Èquipements,,,,,,35000.0,Non,35000.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,Emploi trouvÈ avant l'obtention de votre diplÙme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),La politique globale de relations humaines dans l'entreprise ,oui,non,5.0,5.0,5.0,3.0,5.0,5.0,Non,,Pas du tout d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
13/01/2020 19:57,Homme,1798487267097090,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),"En volontariat (VIE, VIA, Volontariat civil..)",,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,trouver un poste d'ingÈnieur appliquÈ ‡ l'aquaponie ou l'aquaculture multitrophique,Non
21/01/2020 11:10,Homme,1789582885128400,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,36.0,Kerry Ravifruit,5 000 salariÈ(e)s ou plus,Oui,Kerry,Production - Exploitation ,Responsable amÈlioration continue,Oui,Industrie agroalimentaire ,,,,,,38208.0,Oui,41392.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,oui,4.0,4.0,3.0,4.0,5.0,1.0,Oui,cela fait longtemps que je suis dans la boite j'aimerai changer d'environement et de defi,Tout ‡ fait d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,amelioration continue france ou responsable site,Oui
10/01/2020 21:15,Homme,1767833231964470,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),Sans activitÈ volontairement,,,,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,"DÈmission, sans autre proposition de contrat",DÈveloppeur android,En France,Occitanie,,Aquafadas,,,,,Oui,Rakuten,Industrie des technologies de l'Information et de la Communication (TIC),25.0,Non,Non,Stage de fin d'Ètudes,Le lieu gÈographique ,35000.0,Oui,36000.0,1.0,2.0,3.0,,,,
12/01/2020 15:41,Homme,1783551789571890,,,2017,Sous contrat d'apprentissage,MÈcanique Structures Industrielles (MSI - apprentissage),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,26.0,,De 10 ‡ 19 salariÈ(e)s ,Non,,,,Non,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",,,,,,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,
11/01/2020 19:30,Homme,1782714864988640,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,28.0,Amaris,5 000 salariÈ(e)s ou plus,Oui,Mantu,Etudes et dÈveloppement en systËmes d'information ,Consultant,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,,,37500.0,Oui,37500.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,Relations personnelles,L'adÈquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,PlutÙt d'accord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,OUI,NON,,Oui
11/01/2020 23:15,Homme,1793784660602810,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,0.0,Insidix,De 10 ‡ 19 salariÈ(e)s ,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur support application,Oui,Industrie des technologies de l'Information et de la Communication (TIC),Elaboration et caractÈrisation des matÈriaux,,,,,40000.0,Non,40000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,De 3 ‡ moins de 4 mois,"RÈseau social professionnel (viadÈo, Linkedln)",Le contenu de la mission / poste proposÈ,oui,oui,4.0,,,5.0,5.0,5.0,Non,,PlutÙt en dÈsaccord,PlutÙt en dÈsaccord,"Volontariat (VIE, VIA..)",,,18.0,…tats Unis ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 21:04,Femme,1793984795250720,Oui,,2017,Formation initiale (hors apprentissage),Informatique et Gestion (IG),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,34.0,Idean (anciennement Backelite),5 000 salariÈ(e)s ou plus,Oui,Capgemini ,DÈveloppement mobile,Chef de projet MOE,Oui,Autres secteurs ,,,,,,36500.0,Oui,38000.0,NON,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'Ètudes,La politique globale de relations humaines dans l'entreprise ,oui,oui,5.0,5.0,5.0,4.0,5.0,3.0,Oui,Pour plus d'Èquilibre entre vie pro/vie perso (avec un bÈbÈ maintenant),PlutÙt d'accord,PlutÙt d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,OUI,NON,NSP,Oui
19/01/2020 18:22,Homme,1782661099856010,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,A l'Ètranger,,Allemagne,Non,,27.0,Dr. O.K Wack Chemie GmbH,De 50 ‡ 249 salariÈ(e)s ,Non,,Assistance technique,Technology Analyst,Oui,Industrie chimique,Elaboration et caractÈrisation des matÈriaux,,,,,42000.0,Oui,46000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le contenu de la mission / poste proposÈ,oui,oui,1.0,3.0,5.0,2.0,3.0,3.0,Oui,"Manque de perspectives d'Èvolution, RÈmunÈration trop basse pour la rÈgion considÈrÈe et niveau d'expÈrience acquis",,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,"Approfondir compÈtences techniques, intÈgrer un dÈpartement R&D d'une entreprise proposant de meilleures perspectives que ma PME actuelle",Oui
22/01/2020 11:10,Femme,1775265351539410,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,12.0,OFIS - VEOLIA ,5 000 salariÈ(e)s ou plus,Oui,Veolia,Etudes - Conseil et expertise (autre qu'informatique),IngÈnieure tests et validation,Oui,"SociÈtÈs de conseil ou d'ingÈnieurie, bureaux d'Ètudes indÈpendants",,,,IngÈnierie / Ecologie|Traitement / Assainissement|Hydraulique / Hydrologie,,29400.0,Oui,30870.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,RÈseaux des anciens /association des anciens (polytech Connect),Le contenu de la mission / poste proposÈ,oui,oui,4.0,5.0,5.0,2.0,4.0,5.0,Non,,Tout ‡ fait d'accord,PlutÙt en dÈsaccord,activitÈ professionnelle,,,,,,,,,,,De 2 ‡ moins de 3 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),8.0,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 19:14,Homme,1822549917121160,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,28.0,ASTRA PLASTIQUE,5 000 salariÈ(e)s ou plus,Oui,Berry,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",Chef de projet usine ,Oui,Fabrication de produits en caoutchouc et en plastique ainsi que d'autres produits minÈraux non mÈtalliques,Elaboration et caractÈrisation des matÈriaux,,,,,32000.0,Oui,36000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,"RÈseau social professionnel (viadÈo, Linkedln)",Le lieu gÈographique ,oui,oui,4.0,4.0,4.0,3.0,5.0,5.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Directeur R&D,Oui
10/01/2020 18:15,Homme,1802846092404660,Oui,,2017,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En recherche emploi,Non,3.0,CompliquÈ de se faire embaucher,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThËse,,,,,ThalËs DIS,En France,Occitanie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,Oui
10/01/2020 17:01,Femme,1782455519326140,Oui,,2017,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,27.0,IoTerop,De 10 ‡ 19 salariÈ(e)s ,Non,,Informatique industrielle et technique ,IngÈnieur de dÈveloppement ,Oui,Recherche-dÈveloppement scientifique,,,C|Python,,,31500.0,Non,31500.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,oui,4.0,3.0,4.0,2.0,4.0,5.0,Non,,PlutÙt en dÈsaccord,Pas du tout d'accord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Test Manager,Oui
13/01/2020 09:24,Homme,1783165082353270,Oui,,2017,Formation initiale (hors apprentissage),MicroÈlectronique Et Automatique (MEA),En activitÈ professionnelle,,,,Non,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,18.0,Nokia,5 000 salariÈ(e)s ou plus,Non,,"Recherche-dÈveloppement, Ètudes scientifiques et techniques (autre qu'informatique)",IngÈnieur FPGA,Oui,TÈlÈcommunications,,,VHDL,,,,,,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,De 2 ‡ moins de 3 mois,Relations personnelles,L'adÈquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
15/01/2020 14:44,Femme,1788524684447960,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,19.0,Veolia Eau,5 000 salariÈ(e)s ou plus,Oui,Veolia Eau France,Commercial(e) (dont ingÈnieur(e) d'affaire) ,ChargÈe d'affaire,Oui,"Production et distribution d'eau assainissement, gestion des dÈchets et dÈpollution",,,,IngÈnierie / Ecologie|Traitement / Assainissement,,37000.0,Non,37000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),Emploi trouvÈ avant l'obtention de votre diplÙme,stage de fin d'Ètudes,L'adÈquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,5.0,Non,,Tout ‡ fait d'accord,Tout ‡ fait d'accord,activitÈ professionnelle,,,,,,,,,,,Emploi trouvÈ avant l'obtention de votre diplÙme,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),11.0,MÀME ENTREPRISE,IngÈnieur chargÈe d'Ètudes et de projets,En France,Occitanie,,Veolia eau ,765 Rue Henri Becquerel,34000,Montpellier,,Oui,Veolia Eau FRANCE,"Production et distribution d'eau assainissement, gestion des dÈchets et dÈpollution",28.0,Non,Non,Stage de fin d'Ètudes,L'adÈquation avec un projet professionnel ,24200.0,Oui,29000.0,1.0,3.0,4.0,,,-,Oui
11/01/2020 13:01,Homme,1789357189925540,Oui,,2017,Formation initiale (hors apprentissage),MatÈriaux (MAT),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,3.0,Sto,250 ‡  4 999 salariÈ(e)s ,Oui,Sto,Assistance technique,IngÈnieur Technique,Oui,Industrie chimique,BTP,,,,,37000.0,Oui,38500.0,NON,NON,NON,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,DÈmarchÈ(e) par un 'chasseur de tÍtes',Envie de dÈcouvrir,oui,oui,4.0,4.0,5.0,5.0,3.0,2.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,activitÈ professionnelle,,,,,,,,,,,De 2 ‡ moins de 3 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,Licenciement …conomique + DÈpart Volontaire,IngÈnieur d'auscultation,En France,Œle-de-France,,Delta Auscultation,,,,De 50 ‡ 249 salariÈ(e)s ,Oui,Gexpertise,"Autres activitÈs spÈcialisÈes, scientifiques et techniques",20.0,Oui,Non,Relations personnelles,Les perspectives de croissance de l'entreprise,32500.0,Oui,37500.0,,2.0,5.0,,,,Oui
12/01/2020 16:06,Homme,1776551862423230,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Auvergne-RhÙne-Alpes,,Non,,13.0,Brasserie Bourganel, Moins de 10 salariÈ(e)s ,Oui,Sofabo boissons,Production - Exploitation ,OpÈrateur de production,Non,Industrie agroalimentaire ,,,,,,21600.0,Non,21600.0,NON,NON,NON,NON,Non,Quotidiennement,Rarement (quelques fois par mois),De 1 ‡ moins de 2 mois,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le secteur d'activitÈ de l'entreprise,non,oui,3.0,5.0,5.0,2.0,4.0,2.0,Oui,"Changez de localisation, avoir plus de responsabilitÈs et de travail ‡ rÈaliser pour un meilleur salaire",PlutÙt d'accord,Pas du tout d'accord,CrÈation d'entreprise/reprise d'entreprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
14/01/2020 13:19,Femme,1788516821411240,Oui,,2017,Formation initiale (hors apprentissage),GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Œle-de-France,,Non,,6.0,FÈdÈration franÁaise cyclotourisme,De 10 ‡ 19 salariÈ(e)s ,Non,,Etudes - Conseil et expertise (autre qu'informatique),,Non,Autres secteurs ,,,,,,22800.0,Oui,24700.0,NON,NON,NON,OUI,Non,Quotidiennement,TrËs rarement,,Site Internet spÈcialisÈ dans l'emploi (dont APEC),Le secteur d'activitÈ de l'entreprise,non,non,2.0,5.0,4.0,2.0,2.0,,Oui,,PlutÙt d'accord,Tout ‡ fait d'accord,"Volontariat (VIE, VIA..)",,,8.0,France (y compris DROM COM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,Oui
10/01/2020 16:59,Femme,1875413937800870,Oui,,2017,Formation initiale (hors apprentissage),Sciences et Technologies de l'Eau (STE),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Occitanie,,Non,,12.0,SAUR,5 000 salariÈ(e)s ou plus,Non,,Patrimoine et reporting,,Non,"Production et distribution d'eau assainissement, gestion des dÈchets et dÈpollution",,,,Traitement / Assainissement,,26400.0,Oui,28600.0,NON,NON,NON,NON,Non,Quotidiennement,Jamais,,DÈmarchÈ(e) par un 'chasseur de tÍtes',L'absence d'alternative,non,oui,1.0,4.0,5.0,2.0,3.0,3.0,Oui,Mon emploi actuel ne correspond pas a mon projet professionnel,PlutÙt d'accord,Pas du tout d'accord,activitÈ professionnelle,,,,,,,,,,,De 2 ‡ moins de 3 mois,SalariÈ(e) du secteur privÈ (y compris structure associative),CDD (contrat de travail ‡ durÈe dÈterminÈe),7.0,Fin de contrat ou fin de mission,ChargÈe de mission milieux aquatiques,En France,Nouvelle-Aquitaine,,FÈdÈration de peche de la charente maritime,,,saintes,De 10 ‡ 19 salariÈ(e)s ,Non,,"Agriculture, sylviculture et pÍche ",7.0,Oui,Non,Site Internet spÈcialisÈ dans l'emploi (dont APEC),L'adÈquation avec un projet professionnel ,,Non,,2.0,3.0,3.0,,,"Repartir dans le domaine de l'Ècologie aquatique et Èvoluer en tant que chargÈe d'Ètude puis de projet, polyvalente sur l'ensemble d'un projet de l'appel d'offre ‡ sa rÈalisation et restitution.",Oui
10/01/2020 20:58,Femme,1776615827637770,Oui,,2017,Sous contrat de professionalisation,GÈnie Biologique et Agroalimentaires (GBA),En activitÈ professionnelle,,,,Oui,SalariÈ(e) secteur privÈ (y compris structure associative),,CDI (contrat de travail ‡ durÈe indÈterminÈe),0.0,En France,Nouvelle-Aquitaine,,Non,,4.0,LABEYRIE FINE FOODS,250 ‡  4 999 salariÈ(e)s ,Oui,LABEYRIE FINE FOODS,Marketing,Chef de produit international,Oui,Industrie agroalimentaire ,,,,,,34104.0,Oui,38500.0,OUI,OUI,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'Ètudes,Le contenu de la mission / poste proposÈ,oui,non,4.0,4.0,4.0,4.0,4.0,4.0,Non,,PlutÙt d'accord,PlutÙt en dÈsaccord,Poursuite d'Ètudes (hors thËse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,Chef de Groupe,Oui
