Genre,identifiant,nationalite_francaise,nationalite,date_diplome,type_formation,Région de votre entreprise d'accueil,"Durant vos études, vous avez bénéficié d'aménagements de scolarité liés à un handicap, ou vous vous êtes déclaré en situation d'handicap auprès de votre établissement",filiere,situation_actuelle,"'Sans activité volontairement', merci de préciser :",Vous occupez plusieurs emplois?,en_recherche_emploi,refus_emploi,difficultes_recherche,Concours préparé(s),alternance,Durée du contrat de volontariat (en mois) ,Montant brut annuel HORS PRIME de l'allocation que vous percevez,Quel est le poste que vous occupez?,Votre courriel professionnel :,Quel est le nom de votre entreprise / projet?,Pays de localisation de la future entreprise?,autre_activite,statut_emploi,nature_contrat,duree_CDD,localisation_emploi,region_premier_emploi,pays_localisation,Vous travaillez,mois_emploi_occupe,Combien de jours par semaine êtes-vous en télétravail ? ,nom_entreprise,"Adresse ( numero, rue, avenue..)de l'entreprise",Code postal de l'entreprise,Commune de l'entreprise, Son site internet?,Nombre de salarié(e)s de votre entreprise(cellei qui vous rémunère),entreprise_groupe,groupe,departement_emploi,intitule_emploi,cadre,Quel est le secteur d'activité de votre entreprise (celle qui vous rémunère)?,domaine_general_entreprise,langage_programmation,emploi_lie_energie_renouvelable,salaire_annuel_brut,prime,salaire_annuel_brut_prime,responsabilite_hierarchie,responsabilite_budget,Responsabilités exercées [Vous avez la responsabilité fonctionnelle  d'une équipe ?],responsabilite ,international,langue_français,langue_anglais,temps_trouve_emploi,moyen_trouver_emploi,critere_choix_emploi,emploi_niveau_qualification,emploi_formation,satisfaction_emploi,condition_travail,relation_collegues,niveau_remuneration,niveau_autonomie,jugement_localisation,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement? [Stage de 5ème année /Contrat de professionnalisation],recherche_nouvel_emploi,raisons_recherche_emploi,situation_sortie_polytech,Concours préparé(s)5,Pays ou territoire du volontariat6,Nom et coordonnées de l'entreprise partenaire7,Le laboratoire est-il localisé?8,Région de localisation du laboratoire9,Pays de localisation du laboratoire?10,Lequel ou lesquels?11,Le site web s'il existe?12,temps_trouve_premier_emploi,post_premier_emploi,Aviez-vous un statut de :,nature_contrat,condition_fin_premier_contrat,intitule_premier_emploi,location_premier_emploi,Dans quelle région?13,nom_entreprise_premier_emploi,"Adresse ( numero, rue, avenue..)de l'entreprise14",Code postal de l'entreprise15,Commune de l'entreprise16,taille_entreprise_premier_emploi,premiere_entreprise_groupe,Lequel?17,secteur_premiere_entreprise,mois_premiere_entreprise,status_cadre_premier_emploi,temps_partiel_premier_emploi,moyen_trouver_premier_emploi,critere_choix_premier_emploi,remuneration_annuelle_brute_premier_emploi,prime_premier_emploi,remuneration_prime_premier_emploi,Les éléments suivants vous semblent-ils avoir joué un rôle dans votre recrutement sur ce 1er emploi? [Stage de 5ème année/Contrat de professionnalisation],satisfaction_premier_emploi,La situation sanitaire a-t-elle eu un impact pour vous ?,Merci de préciser les raisons,satisfaction_formation,ig_avantage_double_competence,ig_membre_reseau,Laquelle?,Souhaitez vous être informé sur l' association des diplômés de Polytech (Polytech Connect)?,recommandation_polytech
Homme,1889798491780700,Oui,,2019,Sous contrat d'apprentissage,Auvergne-Rhône-Alpes,Non,Systèmes Embarqués (SE - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,16.0,0.0,IES Synergy,615 avenue de la Marjolaine,34130,Saint-Aunès,https://www.ies-synergy.com/,De 50 à 249 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur test et validation logiciel,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,38000.0,Non,38000.0,OUI,NON,NON,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Site Internet spécialisé dans l'emploi (dont APEC),Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité,4.0,,,,Non,Oui
Homme,1767472961734920,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,22.0,4.0,Teads,159 rue de Thor,34000,Montpellier,https://www.teads.com/,De 50 à 249 salarié(e)s ,Oui,Altice,Etudes et développement en systèmes d'information ,Software engineer,Oui,Activités informatiques et services d'information (TIC services),,,,38000.0,Oui,38000.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité,5.0,OUI,OUI,SunnyTech,Oui,Oui
Homme,1789196587575730,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,26.0,5.0,STMicroelectronics,350 rue jean Monnet,38920,Crolles,https://www.st.com/content/st_com/en.html,5 000 salarié(e)s ou plus,Non,,Production - Exploitation ,Shift Technical Manager,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,Aucun,,38000.0,Oui,50000.0,OUI,NON,OUI,NON,Non,Quotidiennement,Rarement (quelques fois par mois),,"Réseau social professionnel (viadéo, Linkedln)",Le secteur d'activité de l'entreprise,oui,oui,4.0,3.0,4.0,4.0,4.0,2.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Femme,1783101099715140,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,30.0,1.0,,,92500,,,250 à  4 999 salarié(e)s ,Oui,,Commercial(e) (dont ingénieur(e) d'affaire) ,Ingénieur avant vente ,Oui,Activités informatiques et services d'information (TIC services),,Javascript,,38000.0,Oui,41800.0,NON,OUI,OUI,OUI,Non,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,non,4.0,5.0,5.0,5.0,5.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité|Report d'une évolution de carrière,4.0,,,,Oui,Oui
Homme,1789743836670460,Oui,,2020,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,4.0,7.0,Sweep,,34280,Carnon-Plage,https://www.sweep.net, Moins de 10 salarié(e)s ,Non,,Etudes et développement en systèmes d'information ,Full Stack Engineer,Oui,Activités informatiques et services d'information (TIC services),,,,38000.0,Non,38000.0,NON,NON,NON,NON,Oui,Quotidiennement,Quotidiennement,De 1 à moins de 2 mois,Relations personnelles,Le secteur d'activité de l'entreprise,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,3.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Annulation d'embauche|Moins d'offres d'emploi,3.0,NON,NON,,Oui,Oui
Homme,1876019055553950,Oui,,2019,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,24.0,5.0,Barrière Conseil,,78000,,https://www.bconseil.fr/,De 10 à 19 salarié(e)s ,Non,,Audit ,Ingénieur Consultant,Oui,Activités financières et d'assurance,,,,38000.0,Oui,45000.0,OUI,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,5.0,3.0,5.0,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Non,Oui
Homme,1783551724896420,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,24.0,1.0,Unibail rodamco westfield,,69003,,,250 à  4 999 salarié(e)s ,Non,,,,Oui, Activités immobilières,Divers,,,38000.0,Oui,40000.0,NON,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,stage de fin d'études,Le lieu géographique ,oui,non,4.0,4.0,3.0,4.0,5.0,5.0,2.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Chômage partiel / Réduction d'activité|Report d'une évolution de carrière,4.0,,,,Oui,Oui
Homme,1789078741935010,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,25.0,3.0,Bureau Veritas Marine & Offshore,8 Cours du triangle ,92800,Puteaux,https://marine-offshore.bureauveritas.com/,250 à  4 999 salarié(e)s ,Oui,Bureau Veritas,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",Ingénieur certification Engins de Sauvetage,Oui,Transports (Services),Transport,,,38000.0,Oui,41000.0,NON,OUI,NON,OUI,Oui,Quotidiennement,Quotidiennement,,Sites Internet d'entreprises,Le montant du salaire proposé ,oui,oui,,4.0,5.0,3.0,4.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Prétention salariale revue,3.0,,,,Non,Oui
Femme,1789081085732110,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,6.0,0.0,Eurofins,117 quai de valmy,75010,Paris,http://www.eurofins.com,De 20 à 49 salarié(e)s ,Oui,Eurofins ,Production - Exploitation ,Chef de service,Oui,"Autres activités spécialisées, scientifiques et techniques",Divers,,,38000.0,Oui,40500.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,5.0,3.0,5.0,Oui,Développement de carrière ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Chômage partiel / Réduction d'activité,5.0,,,,Oui,Oui
Femme,1775411561766720,Oui,,2018,Formation initiale (hors apprentissage),,Non,Génie Biologique et Agroalimentaires (GBA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,,,À temps plein,30.0,0.0,St dalfour,Chemin de cazeau - Marmande,47200,Marmande,https://www.stdalfour.com,De 50 à 249 salarié(e)s ,Non,,Autre service ou département,"Responsable R&D, adjointe qualité ",Oui,Industrie agroalimentaire ,,,,38000.0,Oui,38000.0,OUI,NON,OUI,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,3.0,4.0,5.0,5.0,3.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Homme,1798487175823210,Oui,,2018,Formation initiale (hors apprentissage),,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,30.0,5.0,Cimpa,Blagnac,31000,Blagnac,,250 à  4 999 salarié(e)s ,Oui,Sopra steria,Etudes - Conseil et expertise (autre qu'informatique),Chef de projet Digitalization ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,,,38000.0,Oui,43000.0,OUI,OUI,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Missions modifiées|Prétention salariale revue,5.0,,,,Oui,Oui
Homme,1788410839588040,Oui,,2020,Sous contrat d'apprentissage,Occitanie,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,1.0,2.0,Framatome ,1 place Jean Millier,92400,Courbevoie,https://www.framatome.com/FR/accueil-57/index.html,5 000 salarié(e)s ou plus,Oui,Areva,"Qualité, sécurité, sûreté de fonctionnement ",Inspecteur mécano-soudé,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,38000.0,Oui,45000.0,NON,NON,NON,NON,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),,Site Internet spécialisé dans l'emploi (dont APEC),Le montant du salaire proposé ,oui,oui,4.0,4.0,4.0,4.0,5.0,3.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Report de signature de contrat / Report d'embauche|Moins d'offres d'emploi|Difficulté dans l'entreprise d'apprentissage,5.0,,,,Oui,Oui
Homme,1794779466711940,Oui,,2019,Sous contrat d'apprentissage,Auvergne-Rhône-Alpes,Non,Mécanique Structures Industrielles (MSI - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,4.0,0.0,Denis Somain,Zi de Monterrat,42500,Le chambon feugerolles,,De 20 à 49 salarié(e)s ,Oui,Groupe Denis,"Méthodes, contrôle de production, maintenance",Responsable méthodes. Coordinateur en soudage,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,38000.0,Non,38000.0,OUI,NON,NON,OUI,Oui,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,Apprentissage (embauche dans l'entreprise d'accueil du contrat),L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,5.0,4.0,4.0,4.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Non,Oui
Homme,1788753613086370,Oui,,2018,Sous contrat d'apprentissage,Île-de-France,Non,Eau et Génie Civil (EGC - apprentissage),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,24.0,0.0,SPAC,1 rue du 1er Mai ,92752,Nanterre,https://www.spac.fr/,250 à  4 999 salarié(e)s ,Oui,Bouygues,Production - Exploitation ,Ingénieur Travaux,Oui,"Construction, BTP",,,,38130.0,Oui,44500.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,"Réseau social professionnel (viadéo, Linkedln)",La notoriété de l'entreprise ,oui,oui,4.0,3.0,5.0,3.0,4.0,4.0,,Non,,"Volontariat (VIE, VIA..)",,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Homme,1889201167052750,Non,Tunisienne,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,30.0,5.0,cellance,373 rue garibaldi,69007,Lyon,https://www.cellance.com,De 20 à 49 salarié(e)s ,Non,,Informatique industrielle et technique ,Développeur web,Oui,Autres secteurs ,,,,38500.0,Non,38500.0,OUI,NON,OUI,NON,Non,Quotidiennement,Souvent (plusieurs heures par semaine),Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,Le contenu de la mission / poste proposé,non,oui,4.0,5.0,5.0,2.0,5.0,,5.0,Oui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,OUI,NON,,Non,Oui
Femme,1889049477591710,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Hauts-de-France,,À temps plein,15.0,5.0,Vallourec Tubes France,,59620,,,De 50 à 249 salarié(e)s ,Oui,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,"Energie, électronique, électrotechnique",,,39000.0,Oui,40950.0,NON,NON,NON,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,5.0,4.0,5.0,5.0,4.0,3.0,5.0,Non,,Poursuite d'études (hors thèse),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail|Chômage partiel / Réduction d'activité,4.0,,,,Non,Oui
Homme,1769007709059690,Oui,,2018,Formation initiale (hors apprentissage),,Non,Mécanique et Interactions (MI),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Nouvelle-Aquitaine,,À temps plein,25.0,0.0,CERIA,4bis avenue Louis de Broglie,33600,Pessac,, Moins de 10 salarié(e)s ,Non,,"Recherche-développement, études scientifiques et techniques (autre qu'informatique)",,Non,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,,,39000.0,Non,39000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),De 2 à moins de 3 mois,Candidature spontannée,Le secteur d'activité de l'entreprise,non,oui,5.0,3.0,4.0,4.0,2.0,5.0,5.0,Oui,Pour avoir plus de responsabilités ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,,,,Oui,Oui
Homme,1819583510851160,Oui,,2019,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Île-de-France,,À temps plein,17.0,0.0,Thales Six gts France,4 avenue des louveresse,92200,Gennevilliers,,250 à  4 999 salarié(e)s ,Oui,Thales,Informatique industrielle et technique ,Ingénieur développement temps réel,Oui,Métallurgie et fabrication de produits métalliques à l'exception des machines et des équipements,,C|C++,,39800.0,Oui,42000.0,NON,NON,NON,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,"Réseau social professionnel (viadéo, Linkedln)",La notoriété de l'entreprise ,oui,oui,4.0,5.0,5.0,5.0,3.0,5.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,3.0,,,,Non,Oui
Femme,1783100789632700,Oui,,2019,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,18.0,1.0,Teads,159 Rue de Thor,34000,Montpellier,https://www.teads.com/,250 à  4 999 salarié(e)s ,Oui,Altice,"Innovation, Propriété industrielle, brevets, transfert de technologie",Ingénieure Logiciel,Oui,"Autres activités spécialisées, scientifiques et techniques",,,,40000.0,Oui,42000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,,stage de fin d'études,Le contenu de la mission / poste proposé,oui,oui,5.0,5.0,5.0,5.0,5.0,5.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,5.0,OUI,NON,,Oui,Oui
Femme,1794779522608880,Oui,,2018,Formation initiale (hors apprentissage),,Non,Matériaux (MAT),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Occitanie,,À temps plein,27.0,0.0,Timac Agro,Route de Balaruc ,34200,Sète ,,De 10 à 19 salarié(e)s ,Oui,Roullier ,Production - Exploitation ,Ingénieur Industrialisation ,Oui,Industrie chimique,,,,40000.0,Oui,40000.0,OUI,OUI,OUI,OUI,Non,Quotidiennement,Rarement (quelques fois par mois),,Site Internet spécialisé dans l'emploi (dont APEC),Le lieu géographique ,oui,non,5.0,4.0,5.0,4.0,5.0,5.0,,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non,,4.0,,,,Oui,Oui
Homme,1788692357825130,Oui,,2018,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),Permanent Position (Equivalent au CDI),,A l'étranger,,Irlande,À temps plein,28.0,3.0,Veolia Water Ireland,"Kilkenny Industrial & Business Park, Purcellsinch, Kilkenny, Ireland",0,Kilkenny,,250 à  4 999 salarié(e)s ,Oui,Veolia Environment,Maîtrise d'ouvrage ,Design Engineer,Oui,"Production et distribution d'eau assainissement, gestion des déchets et dépollution",,,,40000.0,Oui,40000.0,OUI,OUI,NON,OUI,Non,Quotidiennement,Quotidiennement,,"Réseau social professionnel (viadéo, Linkedln)",L'adéquation avec un projet professionnel ,oui,oui,5.0,5.0,5.0,4.0,5.0,4.0,1.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Oui,Oui
Homme,1775570479028540,Oui,,2019,Formation initiale (hors apprentissage),,Non,Sciences et Technologies de l'Eau (STE),En activité professionnelle,,Non,,,,,,,,,,,,Oui,Salarié(e) du secteur public,CDI (contrat de travail à durée indéterminée),,En France,Réunion,,À temps plein,6.0,0.0,EDF PEI,,97420,Le Port,https://reunion.edf.fr/la-centrale-de-port-est/presentation,De 50 à 249 salarié(e)s ,Oui,EDF,Production - Exploitation ,Chef de branche chimie environnement,Oui,"Énergie (Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné)",,,,40000.0,Oui,40000.0,OUI,NON,OUI,OUI,Non,Quotidiennement,Très rarement,,stage de fin d'études,Le secteur d'activité de l'entreprise,oui,oui,,5.0,5.0,5.0,5.0,5.0,5.0,Non,,activité professionnelle,,,,,,,,,Moins d'un mois,Salarié(e) du secteur privé (y compris structure associative),,CDI (contrat de travail à durée indéterminée),"Démission, vous aviez une autre proposition de contrat",Ingénieur procédés,En France,La Réunion,PG CONTROLE,,,, Moins de 10 salarié(e)s ,Non,,"Autres activités spécialisées, scientifiques et techniques",6.0,Oui,Non,Stage de fin d'études,L'intérêt du travail en lui-même,,Non,,5.0,3.0,Non,,4.0,,,,Oui,Oui
Homme,1789139006655910,Oui,,2018,Formation initiale (hors apprentissage),,Non,Informatique et Gestion (IG),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,A l'étranger,,Royaume-Uni,À temps plein,30.0,5.0,Riventa,"Unit B1 Walker Business Park Threemilestone Industrial Estate Threemilestone, Truro Cornwall TR4 9FB United Kingdom",Tr4 9fb,,https://riventa.com,De 20 à 49 salarié(e)s ,Oui,Saur,Recherche expérimentale ,Developper Full Stack,Non,"Sociétés de conseil ou d'ingénieurie, bureaux d'études indépendants",,,,40000.0,Non,40000.0,NON,NON,OUI,OUI,Oui,Quotidiennement,Quotidiennement,Emploi trouvé avant l'obtention de votre diplôme,stage de fin d'études,L'adéquation avec un projet professionnel ,oui,oui,4.0,4.0,4.0,4.0,5.0,3.0,5.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Missions modifiées|Report d'une évolution de carrière|Mobilité géographique compliquée,4.0,OUI,NON,,Oui,Oui
Homme,1775419208131070,Oui,,2018,Formation initiale (hors apprentissage),,Non,Microélectronique Et Automatique (MEA),En activité professionnelle,,Non,,,,,,,,,,,,Non,Salarié(e) secteur privé (y compris structure associative),CDI (contrat de travail à durée indéterminée),,En France,Auvergne-Rhône-Alpes,,À temps plein,36.0,0.0,Thales AVS,,26000,,,5 000 salarié(e)s ou plus,Oui,Thales,Informatique industrielle et technique ,Ingénieur logiciel embarqué ,Oui,"Industrie automobile, aéronautique, navale, ferroviaire",,C|C++|Assembleur,,40000.0,Oui,42500.0,NON,NON,NON,NON,Non,Quotidiennement,Quotidiennement,,Site Internet spécialisé dans l'emploi (dont APEC),Le contenu de la mission / poste proposé,oui,oui,4.0,4.0,4.0,4.0,2.0,2.0,4.0,Non,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Oui,Recours au télétravail,4.0,,,,Non,Oui
